iso2c,iso3c,country,date,BX.KLT.DINV.WD.GD.ZS,CM.MKT.LCAP.GD.ZS,NV.AGR.TOTL.ZS,NV.IND.MANF.ZS,NV.SRV.TOTL.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.PP.CD,NY.GNS.ICTR.ZS
GB,GBR,United Kingdom,2013,1.95605174026818,141.72683505284,0.633279834912744,9.59367584672618,69.993112008178,2784853502534.29,43426.2981405143,39954.2191450769,11.9135958463683
GB,GBR,United Kingdom,2014,1.92156774768545,116.516588566689,0.745014534118938,9.41066751713007,70.1935126393681,3064708247921.43,47439.6165895125,41278.1275079919,12.7009560485373
GB,GBR,United Kingdom,2015,1.54832168533284,NA,0.631166672145544,9.29473281602295,70.4515273283794,2927911140916.73,44964.3911437292,42508.2708340719,12.9240720172424
GB,GBR,United Kingdom,2016,12.0788528134648,NA,0.578868221997394,9.1098062154651,70.9309138927871,2689106566899.61,40985.2351382417,44082.1164678492,12.4845682487876
GB,GBR,United Kingdom,2017,4.67730914435461,NA,0.594098772522404,9.05419590661528,70.7619081461448,2680148052335.3,40572.1214823783,46048.2000506645,14.9906366956537
GB,GBR,United Kingdom,2018,-0.872604333652357,NA,0.571108913982411,8.95235988968101,70.748695351586,2871340347581.79,43203.8141057739,47090.4848967293,14.2538751305031
GB,GBR,United Kingdom,2019,0.694070007703284,NA,0.604721474036011,8.79681958314551,70.9729663672081,2851407164907.81,42662.5353740311,49911.1566522001,15.688148312009
GB,GBR,United Kingdom,2020,5.82864205974736,NA,0.671076489218374,8.99725503283597,72.1085854624181,2696778386607.65,40201.6812422928,47987.5832915072,14.6920455286274
GB,GBR,United Kingdom,2021,0.160847823124997,120.87396614055,0.708497418395029,8.64632011901637,72.1667541786996,3143323050707.26,46896.8662432834,50972.2445879987,17.4848773708812
GB,GBR,United Kingdom,2022,1.44178892281254,99.420077236848,0.660339419924098,8.10840443503634,71.7931007731073,3114042471144.39,45935.9276473925,58382.9758958382,14.9663951533072
