iso2c,iso3c,country,date,NV.AGR.TOTL.ZS,NV.IND.MANF.ZS,NV.SRV.TOTL.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,NY.GDP.PCAP.PP.CD,SE.ADT.LITR.FE.ZS,SE.ENR.TERT.FM.ZS,SE.PRM.CMPT.FE.ZS,SG.GEN.PARL.ZS,SH.STA.MMRT,SL.TLF.CACT.FE.ZS,SL.TLF.CACT.FM.ZS,SL.UEM.TOTL.FE.ZS,SP.ADO.TFRT,SP.DYN.LE00.FE.IN
GB,GBR,United Kingdom,2018,0.571108913982411,8.95235988968101,70.748695351586,2871340347581.79,43203.8141057739,47090.4848967293,NA,1.26346004009247,98.4677200317383,32.1538461538462,9,57.514,84.6167426805944,4.044,12.068,83.1
GB,GBR,United Kingdom,2019,0.604721474036011,8.79681958314551,70.9729663672081,2851407164907.81,42662.5353740311,49911.1566522001,NA,1.26252996921539,100.199798583984,32,9,58.009,86.0310256866584,3.414,11.064,83.275
GB,GBR,United Kingdom,2020,0.671076489218374,8.99725503283597,72.1085854624181,2696778386607.65,40201.6812422928,47987.5832915072,NA,1.25449001789093,99.5981521606445,33.8461538461538,14,58.246,86.8526609307666,4.156,9.701,82.4
GB,GBR,United Kingdom,2021,0.708497418395029,8.64632011901637,72.1667541786996,3143323050707.26,46896.8662432834,50972.2445879987,NA,1.26254999637604,99.404296875,34.2592592592593,13,58,87.7511498426531,4.594,8.578,82.671
GB,GBR,United Kingdom,2022,0.660339419924098,8.10840443503634,71.7931007731073,3114042471144.39,45935.9276473925,58382.9758958382,NA,1.27066004276276,99.8799285888672,34.5679012345679,15,57.703,87.0108720237647,3.576,8.379,83.018
